case,fold,category,id1,id2,target,q_ce,q_llm,name1,name2
label0_models_say_match,fold_03,Электроника,326417630628,790274096206,0,0.961,0.98,"батарейка литиевая , cr2032-2bl, 3в, блистер, 2 шт.","kodak батарейка литиевая cr2032-2bl, 3в, блистер, 2 шт."
label0_models_say_match,fold_02,Бытовая химия,214748444286,171798753075,0,0.976,0.965,fairy / fairy средство для мытья посуды сочный лимон 900 мл,средство для мытья посуды fairy сочный лимон 900 мл
label0_models_say_match,fold_02,Хобби и творчество,94489377792,377957188596,0,0.995,0.946,"арт узор, термоаппликация ""runaway"", 8,3 х 2,5 см, цвет чёрный, 5 штук","арт узор / термоаппликация runaway, 8,3 х 2,5 см, цвет чёрный"
label0_models_say_match,fold_01,Продукты питания,17179873294,627065311359,0,0.982,0.959,"компот фрутоняня из яблок, изюма и кураги, c 6 месяцев, 0.2 л, 18 уп.","компот фрутоняня из яблок, кураги и изюма с 6 месяцев 0,2 л 18 шт"
label0_models_say_match,fold_02,Дом и сад,171798789904,188978564230,0,0.948,0.992,"пакет ламинат вертикальный ""с днем рождения!"", человек-паук, 23х27х11,5 см","marvel пакет ламинат вертикальный ""с днем рождения!"", человек-паук, 23х27х11,5 см"
label0_models_say_match,fold_03,Спорт и отдых,601295460304,274878033253,0,0.945,0.995,"круг для плавания ""океан"", диаметр61 см, от 6-10 лет, 59242np intex","intex круг для плавания «океан», d=61 см, от 6-10 лет, цвет микс, 59242np intex"
label0_models_say_match,fold_04,Хобби и творчество,412316981176,755914279760,0,0.982,0.958,"kogarashi / алмазная мозаика с полным заполнением 20х30 ""кот"". холст","алмазная мозаика с полным заполнением 20х30 ""кот"", холст"
label0_models_say_match,fold_04,Детские товары,112436,472446498952,0,0.945,0.995,"milo toys мягкая игрушка с пледом «милашка», ""milo toys "", цвет розовый",мягкая игрушка с пледом милашка
label0_models_say_match,fold_02,Бытовая техника,609885470748,541165959355,0,0.95,0.989,отпариватель bbk egs-1204,bbk / ручной отпариватель egs-1204
label0_models_say_match,fold_03,Спорт и отдых,747324338956,609885392743,0,0.958,0.982,"круг для плавания водоворот d 91 см, от 9 лет, цвета микс, 59256np intex","intex круг для плавания «водоворот», d=91 см, от 9 лет, цвет микс, 59256np intex"
label0_models_say_match,fold_01,Хобби и творчество,712964612330,515396176621,0,0.957,0.982,"рама для картин и зеркал, 40 х 50 х 2.7 см, пластиковая, calligrata, серебро","calligrata рама для картин (зеркал) 40 х 50 х 2.7 см, пластиковая, calligrata 651628, серебро"
label0_models_say_match,fold_01,Детские товары,111669270394,566935706095,0,0.968,0.971,"unicon. магнитный конструктор magical magnet, 45 деталей, матовый","магнитный конструктор magical magnet, 45 деталей, детали матовые unicon"
label0_models_say_match,fold_02,Спорт и отдых,94489437707,309237701978,0,0.964,0.975,"бассейн надувной disney princess 122х25см, 140 л, bestway 91047",bestway / бассейн надувной bestway 91047 disney princess 122х25 см
label0_models_say_match,fold_03,Спорт и отдых,154618967155,180388699739,0,0.96,0.979,levenhuk / театральный бинокль-лорнет levenhuk broadway 325e черный,"театральный бинокль-лорнет levenhuk broadway 325e, черный"
label0_models_say_match,fold_02,Хобби и творчество,601295455622,300647734948,0,0.977,0.962,"шахматы магнитные, 19.5 х 19.5 см, чёрно-белые","без бренда шахматы магнитные, 19.5 х 19.5 см, чёрно-белые"
label0_models_say_match,fold_02,Бытовая химия,429496807639,575525737232,0,0.949,0.99,"chirton / сменный баллон для air wick чиртон «лазурный бриз», 250 мл","chirton сменный баллон освежителя воздуха фреш лайн лазурный бриз, 250 мл"
label0_models_say_match,fold_03,Детские товары,472446505610,163208825370,0,0.982,0.957,lego / конструктор х 19006 - сады ниндзяго сити,конструктор lego ninjago 71741 сады ниндзяго-сити
label0_models_say_match,fold_03,Бытовая химия,635655304026,214748514248,0,0.946,0.992,"стиральный порошок losk color, автомат, 2,7 кг","losk / стиральный порошок losk автомат color 2,7 кг"
label0_models_say_match,fold_01,Канцелярские товары,231928358898,627065372407,0,0.968,0.971,"devente записная книжка а4 64л кл devente.wild, тв обл иск кож, зол ср, ляс, бел бл70, т кор","записная книжка а4 64л кл devente.wild, тв обл иск кож,зол ср,ляс,бел бл70,т кор"
label0_models_say_match,fold_02,Бытовая химия,94489411334,128849150045,0,0.946,0.993,"кондиционер для белья lenor ""скандинавская весна"", 2 литра",lenor скандинавская весна / кондиционер для белья lenor скандинавская весна 2л
label0_models_say_match,fold_04,Спорт и отдых,558345760762,489626365710,0,0.947,0.992,игровые футбольные ворота dfc goal120t,ворота игровые dfc goal120t
label0_models_say_match,fold_04,Красота и гигиена,644245138987,42949675754,0,0.955,0.983,"тушь для ресниц belor design ""bad doll"", цветная, желтая, объемная","belordesign тушь для ресниц belor design bad doll объёмная, цветная, жёлтая"
label0_models_say_match,fold_03,Продукты питания,506806161043,154618961700,0,0.982,0.956,печенье посиделкино творожное с апельсиновыми цукатами 250 г,посиделкино / печенье посиделкино творожное апельсин цукаты 250 гр.
label0_models_say_match,fold_01,Канцелярские товары,429496799582,481036475722,0,0.975,0.963,"globen / глобус физический рельефный,210 мм","глобус физический рельефный, 210 мм"
label0_models_say_match,fold_02,Автотовары,146182,42949822229,0,0.977,0.961,подшипник 6202 2rs (180202) - 2 шт. 15х35х11 мм,"апп-групп подшипник универсальный, диаметр 15 мм, 2 шт., арт. 180202"
label0_models_say_match,fold_02,Хобби и творчество,223338399922,670015004643,0,0.986,0.952,"игрушка механическая ""овал"", 6х6 см","no name игрушка механическая «овал», 6х6 см"
label0_models_say_match,fold_03,Хобби и творчество,153665,721554576351,0,0.981,0.957,"буква-ленд / книжка ""пиши-стирай. найди отличия"" с маркером, 12 стр.","книжка с маркером ""пиши-стирай. найди отличия"", 12 стр."
label0_models_say_match,fold_01,Товары для животных,292057795538,163208898125,0,0.986,0.952,"сухой корм royal canin hypoallergenic dr 25 для кошек 0,5кг",canin / сухой корм hypoallergenic dr 25 для кошек при пищевой аллергии 500 гр
label0_models_say_match,fold_01,Бытовая техника,395137006978,755914312953,0,0.971,0.966,кофемолка электрическая lumme lu-2605,lumme / кофемолка электрическая lumme lu-2605
label0_models_say_match,fold_01,Строительство и ремонт,575525727243,695784736431,0,0.998,0.939,торцевая головка king tony 423009m,"головка торцевая глубокая двенадцатигранная 1/2"", 9 мм king tony 423009m"
label0_models_say_match,fold_02,Красота и гигиена,515396170601,764504351437,0,0.95,0.987,"swiss image крем для лица антивозрастной уход 26+, дневной, против первых признаков старения, 50 мл",крем для лица swiss image антивозрастной уход дневной 26+ (против первых признаков старения) 50 мл
label0_models_say_match,fold_01,Товары для животных,352187398438,463856488460,0,0.961,0.976,"сухой корм для щенков и молодых собак маленьких пород brit premium dog puppy and junior small, курица, 1 кг","корм brit premium dog puppy and junior small для щенков и молодых собак, с курицей 1 кг"
label0_models_say_match,fold_04,Хобби и творчество,369367240611,257698048030,0,0.949,0.988,"надувная песочница с блёстками, 60х45 см, цвет розовый","школа талантов надувная песочница с блестками, 60*45 см, цвет розовый 5088595"
label0_models_say_match,fold_01,Галантерея и аксессуары,764504205847,721554594850,0,0.963,0.974,"тундра / замок навесной кодовый, 'сердце', красный","замок навесной кодовый тундра ""сердце"", красный"
label0_models_say_match,fold_04,Строительство и ремонт,77309497095,773094148745,0,0.942,0.995,"электропила huter els-2,7p","huter / электропила цепная huter els- 2,7p"
label0_models_say_match,fold_02,Хобби и творчество,163208765412,257698089718,0,0.977,0.959,"лесная мастерская умное лото. кто где живёт, 24 фишки","умное лото. кто где живёт, 24 фишки"
label0_models_say_match,fold_03,Строительство и ремонт,747324421032,94489333518,0,0.952,0.984,потолочный светодиодный светильник lightstar urbano 214992,lightstar / светильник потолочный lightstar 214992
label0_models_say_match,fold_02,Канцелярские товары,566935684872,146028910814,0,0.937,0.999,"ручка шариковая uni jetstream, неавтоматическая, синяя, 0,7 мм","uni / ручка шариковая jetstream, неавтоматическая, синяя, 0,7 мм"
label0_models_say_match,fold_02,Товары для животных,798864000866,661425026215,0,0.965,0.97,"пушистое счастье лежанка для кошек на стяжке с ушками, цвет белый 55 см","лежанка для кошек на стяжке с ушками, цвет белый 55 см"
label0_models_say_match,fold_02,Детские товары,481036496133,438086792418,0,0.947,0.989,"whismsy / мягкая игрушка ""медведь"", с сердцем, 19 см, цвет белый","мягкая игрушка ""медведь с сердцем"", 19см"
label0_models_say_match,fold_02,Хобби и творчество,635655270041,575525690415,0,0.955,0.981,звезда / 3657 kamaz-43509 камаз -мастер докар,"сборная модель zvezda автомобиль ""kamaz-43509"", набор для сборки, масштабная модель 1:35, звезда арт. 3657"
label0_models_say_match,fold_01,Продукты питания,403727026404,25769939398,0,0.989,0.946,"kortez / фигурный шоколад ангелочки, с рождеством набор, 50 г","фигурный шоколад ""ангелочки, с рождеством"" набор, 50 г"
label0_models_say_match,fold_04,Бытовая химия,309237715520,781684104283,0,0.948,0.988,vesta / кондиционер для белья 1 л чарующий белый,"кондиционер для белья vesta ultra comfort, чарующий белый, 1л."
label0_models_say_match,fold_04,Бытовая химия,755914374454,558345871210,0,0.937,0.998,"средство для сантехники domestos универсальное свежесть атлантики 1,5 л","domestos / средство чистящее domestos свежесть атлантики 1шт*1,5л"
label0_models_say_match,fold_02,Бытовая техника,652835121185,240518229017,0,0.974,0.961,кулер sonnen fse-03bi 455744,"напольный кулер для воды sonnen fse-03bi нагрев/охлаждение, нижняя загрузка, 3 крана, графит 455744"
label0_models_say_match,fold_01,Строительство и ремонт,395137073722,764504225773,0,0.983,0.952,подвесной светильник g51209/1bk gerhort,gerhort / подвесной светильник g51209/1bk
label0_models_say_match,fold_04,Канцелярские товары,438086801436,429496848634,0,0.955,0.979,ограничитель-подставка для книг лондон 15х10х10см,"хорошие сувениры ограничитель-подставка для книг ""лондон"" 15х10х10см"
label0_models_say_match,fold_04,Хобби и творчество,111669155267,609885379206,0,0.982,0.952,"palma.store творчество / набор для опытов ""попрыгунчики"", 2 формы, 4 цвета","набор для опытов ""попрыгунчики"", 2 формы, 4 цвета"
label0_models_say_match,fold_04,Музыкальные инструменты,395137054680,335007469747,0,0.968,0.966,"terris tc-3901a na классическая гитара 4/4, цвет: натуральный",классическая гитара terris tc-3901a na
label0_models_say_match,fold_03,Красота и гигиена,352187423386,274877995115,0,0.953,0.981,"influence beauty тени для век жидкие interstellar c дуохромными сияющими частицами, 2,5 г, 03 розовый","жидкие тени influence beauty interstellar, тон 03 розовый, 2,5 мл"
label0_models_say_match,fold_01,Музыкальные инструменты,223338311398,481036458388,0,0.939,0.995,мостик скрипичный fom me-042 (1/2),мостик для скрипки fom me-042 1/2
label0_models_say_match,fold_04,Бытовая химия,627065289243,317827656509,0,0.95,0.983,"аэрозоль-репеллент от комаров дэта ""аква"", для чувствительной кожи, 150 мл",дэта / аква аэрозоль от комаров для чувствительной кожи фл. 150мл
label0_models_say_match,fold_02,Продукты питания,798863966085,120259108342,0,0.945,0.988,"koska / турецкие сладости / рахат лукум с розой, 250 г",koska рахат-лукум со вкусом розы 250г
label0_models_say_match,fold_01,Дом и сад,747324441538,343597443634,0,0.942,0.991,садовый насос metabo p 3300 g 600963000,насос садовый metabo p 3300 g (600963000)
label0_models_say_match,fold_03,Электроника,635655220865,335007528201,0,0.967,0.965,nv print / картридж для лазерного принтера nv-mltd111l,nv print (схожий с samsung mlt-d111l) для xpress m2020/m2020w/m2070/m2070w/m2070fw 1800k nv-mltd111l
label0_models_say_match,fold_03,Детские товары,678604915359,781684118229,0,0.985,0.947,"конструктор магнитный ""магический магнит"", 55 деталей","nobrand конструктор магнитный «магический магнит», 55 деталей"
label0_models_say_match,fold_04,Бытовая техника,635655311526,343597498332,0,0.987,0.944,манжета люка стиральной машины атлант 908092000500 узкая,"atlant манжета люка атлант, узкие машины 908092000500"
label0_models_say_match,fold_04,Товары для животных,352187371840,747324347592,0,0.978,0.953,grandorf / грандорф ягненок с индейкой для домашних 2кг,cухой корм для взрослых домашних кошек всех пород ягненок и индейка grandorf adult indoor lamb & turkey 2 кг
label0_models_say_match,fold_04,Товары для животных,39719,566935724059,0,0.972,0.959,monge / monge cat sterilised сухой корм с уткой для стер. кошек 10кг,"сухой корм monge pfb cat monoprotein sterilised для стерилизованных кошек, с уткой 10 кг"
label0_models_say_match,fold_01,Красота и гигиена,498216238841,120259226453,0,0.947,0.984,anua heartleaf pore control cleansing oil / гидрофильное масло для глубокого очищения пор-торговая точка,anua / гидрофильное масло anua heartleaf pore control cleansing oil
label0_models_say_match,fold_03,Продукты питания,163208892318,781684056381,0,0.979,0.952,"кофе в капсулах nespresso vertuo stormio, 10 шт.","кофе в капсулах nespresso vertuo stormio, 10 капсул, 230мл"
label0_models_say_match,fold_04,Бытовая техника,592705623707,300647723888,0,0.944,0.986,пылесос kelli kl-8005 красный,пылесос kelli kl-8005 красный
label0_models_say_match,fold_03,Хобби и творчество,455266623914,695784787117,0,0.992,0.938,"три совы / гравюра ""дом с маяком"", с эффектом золота, а3","гравюра с эффектом золота три совы ""дом с маяком"", а3"
label0_models_say_match,fold_02,Товары для животных,8590083089,103079275594,0,0.932,0.998,туалет zooexpress для грызунов угловой 33*19*18см / 1 шт,"zooexpress / туалет zooexpress для грызунов угловой, 33х19х18 см"
label0_models_say_match,fold_02,Автотовары,386547064835,188978718040,0,0.961,0.969,"airline канистра для гсм, 10 л",airline / канистра металлическая горизонтальная 10 л (acf-10h)
label0_models_say_match,fold_01,Детские товары,523986058624,549755876085,0,0.969,0.96,imtun / игрушка йо-йо трюковой металлический с подшипниками,игрушка йо-йо трюковой металлический с подшипниками
label0_models_say_match,fold_03,Хобби и творчество,712964730574,369367193269,0,0.953,0.977,"краситель выдумщики синтетический жидкий, зеленый, 15 г","выдумщики.ru краситель синтетический жидкий, зелёный, 15 г"
label0_models_say_match,fold_02,Спорт и отдых,755914245915,142432,0,0.963,0.967,bestway / бассейн надувной bestway 122х25см 51025,бассейн надувной круглый bestway 51025 122*25см
label0_models_say_match,fold_01,Продукты питания,17179874371,532576037826,0,0.968,0.961,"жокей / кофе жокей молотый классический,250г","кофе молотый жокей классический, 250 г"
label1_models_say_diff,fold_02,Дом и сад,773094114636,395137008501,1,0.066,0.004,"в центре океана: эссе, рассказы. сокуров а. т8 rugram","арт-сити картина ""интерьерная картина на холсте/большой кусок луга, альбрехт дюрер"", 60  х 40 см"
label0_models_say_match,fold_02,Хобби и творчество,103079369386,532575988051,0,0.955,0.974,"трафарет пластик ""большая снежинка"" 9х9 см",трафарет пластик 'большая снежинка' 9х9 см
label0_models_say_match,fold_02,Красота и гигиена,309237757447,644245209688,0,0.956,0.973,"queen fair пилка-наждак, абразивность 180/240, 18 см, цвет серый","пилка-наждак, абразивность 180/240, 18 см, цвет серый"
label0_models_say_match,fold_01,Хобби и творчество,300647739357,223338397189,0,0.941,0.989,"арт узор фетр мягкий 1 мм ""тёмно-синий"" набор 10 листов формат а4","арт узор фетр мягкий 1 мм ""тёмно-синий"", формат а4, 1 набор по 10 листов"
label0_models_say_match,fold_02,Детские товары,360777384670,317827716918,0,0.963,0.966,"игровой набор парикмахера ""причёски для принцессы"", в чемодане","игровой набор парикмахера причёски для принцессы, в чемодане"
label0_models_say_match,fold_01,Детские товары,206158444165,223338420703,0,0.965,0.964,"конструктор магнитный ""магический магнит"", 56 деталей","xinbida конструктор магнитный «магический магнит», 56 деталей"
label0_models_say_match,fold_03,Хобби и творчество,506806296764,506806188366,0,0.985,0.944,"классная раскраска ""паучок и его удивительные друзья""","barantsev раскраски / раскраска ""паучок и его удивительные друзья"""
label0_models_say_match,fold_04,Детские товары,197568533822,197568544491,0,0.971,0.958,пистолет водяной 7188b,водный пистолет игрушечный oubaoloon 7188b
label0_models_say_match,fold_01,Детские товары,249108235992,773094134902,0,0.934,0.994,полесье / набор детской посуды хозяюшка на 6 персон (v5) (38 элементов,"полесье, набор детской посуды ""хозяюшка"", на 6 персон, 38 элементов"
label0_models_say_match,fold_04,Бытовая химия,627065317220,197568561572,0,0.946,0.983,"grass / очиститель после ремонта cement remover, 1 л",средство для очистки после ремонта cement remover grass 1л
label0_models_say_match,fold_04,Бытовая химия,798864055378,695784854629,0,0.975,0.953,new progress активный кислород супер - пул 1 л,активный кислород супер - пул 1 л
label0_models_say_match,fold_02,Мебель,60129711412,489626408168,0,0.953,0.974,"стол садовый плетеный 4sis латте 160х90см из искусственного ротанга, столешница из закаленного стекла, 160 х 90 х 75 см (цвет: коричневый)","плетеный стол 4sis ""латте"" из искусственного ротанга 160х90см, цвет коричневый"
label0_models_say_match,fold_01,Продукты питания,455266578044,670014973469,0,0.957,0.97,"мистраль рис для плова традиционного, 900 г",рис мистраль для плова традиционного 900г
label0_models_say_match,fold_03,Спорт и отдых,171798827749,60129591425,0,0.931,0.997,"kal, малат магния 400, 90 таблеток","kal / малат магния, 400 мг, 90 таблеток"
label0_models_say_match,fold_04,Канцелярские товары,360777418660,111669238395,0,0.93,0.997,calligrata-tm / блок бумаги с клейким слоем 400 листов 8 цветов 76 мм х 76 мм флуоресцентный,"блок с липким краем 76 мм х 76 мм, 400 листов, флуоресцентный, 8 цветов, calligrata"
label0_models_say_match,fold_04,Бытовая химия,352187336332,687194793903,0,0.952,0.975,сонца / стиральный порошок для цветного sunday автомат 3 кг,sunday стиральный порошок 3000 г 30  стирок для цветных тканей
label0_models_say_match,fold_03,Товары для животных,188978609588,77309515498,0,0.955,0.971,"влажный корм для собак, solid natura holistic, говядина, упаковка 6 шт х 340 г","solid natura / влажный корм для собак holistic говядина, уп 6 шт х 340г"
label1_models_say_diff,fold_04,Ювелирные изделия,309237776123,377957249377,1,0.047,0.026,"sokolov цепь sokolov, белое золото, 585 проба, длина 40 см, средний вес 1.99 г","jewelry цепочка из родированного серебра 925 пробы / плетение колос / ширина 1,2 мм"
label0_models_say_match,fold_01,Бытовая химия,850403569400,352187440663,0,0.997,0.929,top house 180360,чистящее средство top house 180360
label0_models_say_match,fold_01,Продукты питания,8590025368,498216247337,0,0.949,0.977,кофе ambassador platinum растворимый 95г,кофе растворимый аmbassador platinum 95 грамм в стеклянной банке / амбассадор
label0_models_say_match,fold_04,Детские товары,678604946605,120259192101,0,0.996,0.93,"stellar / неваляшка малая ""аленушка"", 01698","неваляшка малая ""аленушка"""
label0_models_say_match,fold_02,Хобби и творчество,335007546584,455266681385,0,0.93,0.996,"молния металлическая, разъёмная 1 замок, на атласной тесьме, 4 мм, 70 см, цвет зеленый, 1 шт","riri молния металлическая, разъёмная 1 замок, на атласной тесьме, 4 мм, 70 см, цвет зеленый, 1 шт"
label0_models_say_match,fold_01,Галантерея и аксессуары,309237682979,51539645366,0,0.934,0.991,сумка baseus easyjourney series dark grey lbjx010013,сумка baseus easyjourney серая lbjx010013
label0_models_say_match,fold_04,Бытовая химия,481036342188,850403553397,0,0.95,0.976,grass / таблетки для посудомоечных машин экологичные crispi 100шт,"grass crispi экологичные таблетки для посудомоечных машин, 100 шт"
label0_models_say_match,fold_02,Детские товары,386547115055,326417523530,0,0.972,0.954,lego / конструктор technic 42130 bmw m1000rr,"лего technic серия, lego конструктор, лего 42130 bmw m 1000 rr, конструктор lego для мальчиков и девочки"
label0_models_say_match,fold_04,Бытовая химия,360777406102,798864014221,0,0.946,0.98,"grass концентрированное чистящее средство gloss concentrate, 1 литр",grass / чистящее средство gloss concentrate 1л
label0_models_say_match,fold_04,Музыкальные инструменты,317827611506,721554655976,0,0.948,0.977,"струны для акустической гитары ernie ball 2078 paradigm phosphor bronze 11-52 light лёгкое натяжение. повышенная прочность, долгий срок службы.","струны для акустической гитары, комплект из 6 струн, фосфорная бронза, ernie ball 2078 paradigm 11-52"
label0_models_say_match,fold_04,Спорт и отдых,94489284642,489626324150,0,0.989,0.936,жилет для плавания bestway надувной 51х46 см человек-паук 98014,denco store жилет для плавания
label0_models_say_match,fold_02,Бытовая химия,644245249677,77309424522,0,0.94,0.985,"comet / комет средство для унитаза лимон, 700 мл, 2 шт.","comet средство для туалета лимон, 700 мл , 2 шт/"
label0_models_say_match,fold_01,Бытовая химия,343597437458,558345899586,0,0.948,0.977,"акватория макси-пул-комплекс, 500мл",акватория / средство для бассейна акватория макси-пул-комплекс
label0_models_say_match,fold_01,Дом и сад,566935789272,773094166771,0,0.958,0.967,семена лука репчатого эксибишен,гавриш / семена лука репчатый эксибишен
label0_models_say_match,fold_01,Бытовая химия,68719537156,120259115844,0,0.992,0.933,brezo / brezo 97036 парфюмированная вода для утюгов 1л,"парфюмированная вода для утюгов, 1л brezo 97036"
label0_models_say_match,fold_01,Красота и гигиена,369367316917,395137109603,0,0.939,0.985,"nivea дезодорант стик женский жемчужная красота, 50мл",дезодорант-антиперспирант стик для тела nivea жемчужная красота женский 50 мл
label0_models_say_match,fold_04,Строительство и ремонт,764504263774,420906930769,0,0.931,0.993,замок навесной fuaro (фуаро) pl-protec-3075 3 ключа,fuaro / замок навесной fuaro pl-protec-3075 3 ключа блистер
label0_models_say_match,fold_04,Канцелярские товары,747324447674,335007551017,0,0.987,0.937,"artfox сумка для обуви «люблю скорость», непромокаемое полотно 41х30х0,5 см","сумка для обуви ""люблю скорость"",непромокаемое полотно 41х30х0,5 см"
label0_models_say_match,fold_01,Бытовая химия,51539691195,446676724866,0,0.93,0.994,aqualeon медленный стабилизированный хлор aqualeon комплексный таб. 200 гр,"медленный стабилизированный хлор aqualeon aqualeon, комплексный, 200 г, 1 шт"
label0_models_say_match,fold_01,Музыкальные инструменты,274878053581,781684084014,0,0.936,0.988,"flight fbg-2039 чехол для акустической гитары, утепленный (3мм)",flight / fbg 2039 чехол для акустической гитары утепленный (3мм)
label0_models_say_match,fold_02,Спорт и отдых,515396111699,489626304200,0,0.924,1.0,"бассейн надувной квадратный с навесом, intex 57470np 157х157х122см","бассейн надувной детский «домик», 157 х 157 х 122 см, с навесом, 57470np intex"
label0_models_say_match,fold_02,Хобби и творчество,764504208709,687194820240,0,0.929,0.995,"пазл ""маша и медведь - 2"", 35 элементов","step puzzle детский пазл ""маша и медведь - 2"" развивающий, игра-головоломка на развитие мелкой моторики и внимания, 35 элементов"
label0_models_say_match,fold_03,Спорт и отдых,335007552187,687194847157,0,0.933,0.99,"технок санки-ледянки ""машинка №1"", размер 77 х 38 см, цвета микс","санки-ледянки ""машинка №1"" 77х38см, микс"
label0_models_say_match,fold_03,Хобби и творчество,472446429151,747324391065,0,0.97,0.952,без бренда головоломка «танграм» с карточками (17 шт.),"головоломка ""танграм"" с карточками (17 шт.)"
label0_models_say_match,fold_01,Бытовая техника,755914328075,283467930178,0,0.95,0.973,"пылесос lg vk89309h, 2000вт, серебристый/черный [vk89309h.aksqcis](б/у)",пылесос lg vk89309h
label0_models_say_match,fold_03,Электроника,8590022188,498216338679,0,0.948,0.974,камера видеонаблюдения ip ezviz cs-h3c,"ip-камера ezviz cs-h3c (1080p,2.8mm ) 2.8-2.8мм цв. корп: белый"
label0_models_say_match,fold_04,Канцелярские товары,446676660939,137439051661,0,0.994,0.928,"фоамиран цветной а4 2мм 10л*10цв, остров сокровищ, иридисцентные цвета 665101","остров сокровищ пористая резина/фоамиран а4, 2 мм, остров сокровищ, 10 листов, 10 цветов, иридисцентные цвета, 665101"
label0_models_say_match,fold_02,Хобби и творчество,223338421040,34359845250,0,0.975,0.947,"puzzle time пазлы в упаковке «дедушка мороз», 35 элементов","пазлы в упаковке дедушка мороз, 35 элементов"
label0_models_say_match,fold_01,Детские товары,781684150130,42949704272,0,0.971,0.951,"игровой набор с проектором русская народная сказка , 3 сказки, световой эффект","zabiaka игровой набор с проектором ""русская народная сказка"", 3 сказки, световой эффект"
label0_models_say_match,fold_04,Бытовая химия,180388800976,154618966988,0,0.967,0.955,туалетный утенок / туалетный утенок для унитаза видимый эффект/900мл,чистящее средство туалетный утенок видимый эффект 900 мл
label0_models_say_match,fold_02,Бытовая химия,661425043310,120259131974,0,0.942,0.981,chirton освежитель воздуха light air тропическая ночь 300мл 2шт в уп,"chirton / освежитель воздуха ""тропическая ночь"", 300 мл 2шт"
label0_models_say_match,fold_01,Хобби и творчество,128849134804,790274026656,0,0.932,0.99,"десятое королевство / настольная игра веселые ходилки, 4 в 1","десятое королевство настольная игра ""веселые ходилки"" 4 в 1, для девочек"
label0_models_say_match,fold_01,Спорт и отдых,326417635094,635655274345,0,0.932,0.991,"не определен гимнастическая с палочкой grace dance, 4 м, цвет оранжевый","лента гимнастическая с палочкой grace dance , длина 4 м , цвет оранжевый"
label0_models_say_match,fold_02,Автотовары,730144581520,68719612344,0,0.985,0.937,сайлентблок задней поперечной тяги к-кт 2шт. бол.+мал lexus rx270 08> jikiu bhk21002,сайлентблок задней поперечной тяги к-кт! 2шт. бол.+мал. lexus rx270 08
label0_models_say_match,fold_03,Детские товары,635655282597,438086672093,0,0.965,0.957,"мягкая игрушка привидение с тыквой, цвет белый","не определен мягкая игрушка «привидение» с тыквой, цвет белый"
label0_models_say_match,fold_01,Товары для животных,386547176663,68719562869,0,0.942,0.979,little one фруктовая смесь - лакомство для всех видов грызунов 200г,little one snack fruit mix лакомство для грызунов “фруктовая смесь” (200 гр)
label0_models_say_match,fold_03,Красота и гигиена,833223808763,695784872854,0,0.96,0.962,"viking средство для душа, гель, 300 мл",viking / гель для душа пробуждение вулкана
label0_models_say_match,fold_02,Мебель,738734473722,77309516227,0,0.993,0.929,violet этажерка узкая 3-х ярусная на колесах (белая) 760306,violet этажерка узкая 3-х ярусная на колесах белая 760306
label0_models_say_match,fold_04,Строительство и ремонт,850403637722,506806169771,0,0.934,0.988,"ombra / 281201 рукоятка трещоточная 1/2""dr, металлическая ручка, 72 зубца","трещетка ""ombra"" (281201) 1/2"" dr, металлическая ручка"
label0_models_say_match,fold_02,Дом и сад,206158510510,257698088002,0,0.968,0.954,"горшок ""бонсай"" алый, 0,6 л/14х18 см","my sweet home / горшок ""бонсай"" алый, 0,6 л,14х18 см"
label0_models_say_match,fold_03,Бытовая техника,652835044896,850403626459,0,0.957,0.964,масляный радиатор ом- 5н (1 квт) ресанта 67/3/6,масляный радиатор ом-5н (1 квт) ресанта
label0_models_say_match,fold_03,Товары для животных,575525641794,412316870581,0,0.928,0.993,"ddstyle дунья догуш туалет экстра д/кошек с сеткой 49,5х36х12,5см","туалет для кошек с сеткой дунья догуш extra 49,5 36 12,5 см"
label0_models_say_match,fold_02,Хобби и творчество,68719544503,618475317234,0,0.956,0.965,"barantsev настольные игры / карточная игра ""отвечай или выполняй"", 50 карт","карточная игра ""отвечай или выполняй"", 50 карт"
label0_models_say_match,fold_02,Спорт и отдых,523986081870,506806144664,0,0.942,0.979,грипсы stels xh-gn01bl,stels / грипсы stels xh-gn01bl
label0_models_say_match,fold_03,Строительство и ремонт,523986043612,103079357361,0,0.96,0.961,смеситель agger brave а2321100 для ванны с душем,"agger / agger a2321100 смеситель универсальный для ванны, хром"
label0_models_say_match,fold_04,Детские товары,335007533755,558345922088,0,0.942,0.978,"игрушка - грелка с вишнёвыми косточками развивающая ""мишка""",крошка я развивающая игрушка - грелка с вишнёвыми косточками «мишка»
label0_models_say_match,fold_04,Бытовая химия,678604952691,240518172834,0,0.924,0.996,grass / средство для ванны и туалета универсальное dos-gel 750мл,"чистящее средство для туалета и ванной grass ""dos-gel"", 750 мл"
label0_models_say_match,fold_02,Дом и сад,309237655247,292057864273,0,0.925,0.995,"фигура садовая котёнок чёрнобелый, 14 см 12 см 20 см","садовый полистоун / фигура садовая котёнок чёрно-белый, 12x14x20 см"
label0_models_say_match,fold_03,Товары для животных,395137140969,687194828315,0,0.948,0.972,"пушистое счастье ошейник для собак и кошек с фастексом «неон», 30 х 1 см","пушистое счастье, ошейник для собак и кошек с фастексом ""неон"" , 30 х 1 см, цвет микс"
