fold,category,id1,id2,target,q_ce,q_llm,name1,name2
fold_02,Хобби и творчество,77309446268,257698100124,0,0.959,0.915,"лас играс / карточная игра ""umomomento"", 70 карт","лас играс карточная игра ""umomomento"", 70 карт"
fold_02,Мебель,77309469710,223338441816,1,0.23,0.654,раковина 70 см со столешницей 100 см wellsee croquis 2.0 в наборе 10 в 1 201008881,"комплект мебели для ванной комнаты с раковиной wellsee genuine tree 201015001: столешница, раковина, смеситель, сифон, выпуск, угловые вентили, аксессуары (цвет набора хром)"
fold_02,Красота и гигиена,77309567816,60129561847,0,0.922,0.883,шампунь крапива укрепляющий 400 мл,"шампунь для волос чистая линия «укрепляющий», крапивой, 400 мл"
fold_02,Дом и сад,85899358502,506806230170,1,0.331,0.944,не определен картина на стену интерьерная 30х40 см с портретом,"customdesign картина ""портрет"", 40  х 30 см"
fold_02,Товары для животных,85899363771,755914329952,1,0.297,0.421,"proplan sterilised optidigest курица для стерилизованных кошек, 1,5 к г+ 4 пауча по 85 г","pro plan / корм для кошек 1,5 кг"
fold_02,Спорт и отдых,85899453771,128849093714,1,0.397,0.19,"leader мандула классическая leader (mlm025 / "" / 027)","мандула классическая leader (mlm003 / "" / 002)"
fold_02,Аптека,85899455407,730144528036,1,0.396,0.261,"контактные линзы coopervision clariti 1 day toric (1), 30 шт., r 8,6, d -1,25, cyl: -0,75, aх: 130","coopervision астигматические линзы, 30 шт. , -1.25, 8.6, -1.75, 80, 1 день "
fold_02,Мебель,85899458360,515396130153,1,0.277,0.608,лига диванов угловой диван элис левый угол,"лига диванов диван-кровать, механизм еврокнижка, 265х160х93 см"
fold_02,Дом и сад,85899459306,747324428548,1,0.313,0.313,постельное белье 2 спальное сатин зигзаг,boris / комплект постельного белья семейный/ простыня без резинки
fold_02,Хобби и творчество,85899478118,532575968752,1,0.324,0.116,"lang спицы круговые супергладкие wooladdicts ergonomic lace 2,25 мм, 60 см, арт.306.0622","спицы круговые супергладкие wooladdicts ergonomic lace 2,5 мм, 60 см, арт.306.0625"
fold_02,Хобби и творчество,94489330106,481036350177,0,0.941,0.926,набор металлических головоломок умные гвозди,puzzle набор металлических головоломок «умные гвозди»
fold_02,Красота и гигиена,94489347585,506806180720,0,0.944,0.972,крем-гель детский моё солнышко абрикосовый остров для купания и душа 400 мл,моё солнышко / крем-гель детский для купания абрикосовый остров 400 мл.
fold_02,Хобби и творчество,94489377792,377957188596,0,0.995,0.946,"арт узор, термоаппликация ""runaway"", 8,3 х 2,5 см, цвет чёрный, 5 штук","арт узор / термоаппликация runaway, 8,3 х 2,5 см, цвет чёрный"
fold_02,Строительство и ремонт,94489397107,755914247515,1,0.38,0.249,"freya люстра подвесная, e14, 480 вт","люстра velia fr2046-pl-06-wg, e14 6 ламп 24 м²"
fold_02,Бытовая химия,94489411334,128849150045,0,0.946,0.993,"кондиционер для белья lenor ""скандинавская весна"", 2 литра",lenor скандинавская весна / кондиционер для белья lenor скандинавская весна 2л
fold_02,Спорт и отдых,94489437707,309237701978,0,0.964,0.975,"бассейн надувной disney princess 122х25см, 140 л, bestway 91047",bestway / бассейн надувной bestway 91047 disney princess 122х25 см
fold_02,Красота и гигиена,103079243395,223338317133,0,0.927,0.885,"шампунь garnier fructis sos восстановление, 400 мл","garnier / шампунь для волос fructis, sos восстановление 400 мл"
fold_02,Строительство и ремонт,103079253401,51539644605,1,0.323,0.428,настольная лампа odeon light tower 4868/1t,odeon light / настольная лампа odeon light candy 4861/1tb
fold_02,Продукты питания,103079264333,214748488459,1,0.272,0.646,"растворимый кофе plantation pur arabica, 200 гр.","кофе растворимый сублимированный golden plantation pur arabica, 2 уп. по 200 г"
fold_02,Товары для животных,103079276352,403727072153,1,0.346,0.55,"guf / рюкзак сумка переноска для кошек, собак, животных и грызунов",рюкзак-переноска для животных кошек/собак
fold_02,Музыкальные инструменты,103079289704,309237711909,0,0.99,0.973,струны для домры альт мозеръ da1,струны мозеръ для домры альт da1
fold_02,Канцелярские товары,103079343099,395137107813,1,0.34,0.479,"альбом для акварели, склейка, baohong, 10 листов, хлопок 100%, 300 гр/м.кв., среднезернистая фактура, размер 125x180 мм",baohong / альбом для акварели 100% хлопок 300г fin 260х380
fold_02,Хобби и творчество,103079369386,532575988051,0,0.955,0.974,"трафарет пластик ""большая снежинка"" 9х9 см",трафарет пластик 'большая снежинка' 9х9 см
fold_02,Хобби и творчество,111669170929,687194891702,0,0.939,0.701,геодом карта-пазл &quot;наша родина - россия&quot; (260 деталей),"большой подарок ""новогодний. наша родина-россия"", в наборе: пазл-головоломка из 260 деталей, атлас с наклейками и 32 игровые карточки"
fold_02,Дом и сад,111669256155,8590040173,1,0.357,0.534,подхват для штор с тросом,клипса магнитная с тросом однотонная сатин
fold_02,Бытовая техника,111669264493,120259115007,0,0.933,0.93,"прибор со сменными панелями redmond мультипекарь skybaker rmb-m657/1s, черный","redmond skybaker rmb-m657/1s, мультипекарь, черный"
fold_02,Музыкальные инструменты,111669273265,670014903255,1,0.358,0.336,aquila 112u струны для укулеле концерт,aquila 111u струны для укулеле сопрано
fold_02,Музыкальные инструменты,120259117237,584115593080,1,0.323,0.483,"rico rja0315 трости для саксофона размер: №1,5",rico rja0320 / трость для саксофона
fold_02,Обувь,120259141201,833223784738,1,0.211,0.325,кеды tendance,tendance / кеды
fold_02,Бытовая химия,120259173452,601295437586,1,0.381,0.732,"серная дымовая шашка green belt климат для дезинфекции теплиц, погребов и подвалов от вредителей, плесени и грибков, 300 гр.","green belt климат , 6 шт. х 300 г"
fold_02,Строительство и ремонт,120259178809,575525690481,1,0.104,0.144,мебельный щит лдсп 16мм 200х230 c кромкой 1мм цвет дуб дымчатый,без бренда мебельный щит лдсп 16мм 250х230 c кромкой 1мм цвет дуб дымчатый
fold_02,Бытовая химия,120259181421,42949715844,0,0.943,0.89,"крем cif актив лимон универсальный 500 мл в упаковке, комплект: 2 упаковки",крем чистящий для кухни и ванной cif актив лимон универсальный 500мл х 2шт
fold_02,Галантерея и аксессуары,120259204613,395137022937,1,0.217,0.513,vivienne westwood ожерелье колье,bezhutericshell / подвеска бижутерная vivienne westwood
fold_02,Хобби и творчество,128849061237,51539689439,1,0.193,0.293,"tulip спицы круговые knina swivel 6мм/40см, бамбук, натуральный, tulip, ks-400600","спицы круговые ""knina swivel"" 4мм/40см, бамбук, натуральный, tulip, ks-400400"
fold_02,Музыкальные инструменты,128849080773,429496865428,1,0.115,0.22,"sclsnt silena классическая гитара, newtone",классическая гитара cort ac200-nat
fold_02,Бытовая техника,128849111914,51539704985,0,0.974,0.976,"il monte / варочная панель газовая, 30 см., стекло, bh-312g-nsd","варочная панель газовая, закаленное стекло, 30 см., автоподжиг, чугунные решетки, il monte bh-312g-nsd"
fold_02,Музыкальные инструменты,128849139173,377957224103,0,0.948,0.865,"музыкальный инструмент глюкофон, зеленый, 8 лепестков, 15 х 9 см","music life музыкальный инструмент глюкофон, зеленый, 8 лепестков, 15 х 9 см 9644604"
fold_02,Строительство и ремонт,128849148520,670014965823,1,0.134,0.501,угол (поворот) dkc lc0832 45° l=650,dkc lc0565hdz угол горизонтальный 45 градусов 50x500 r-600
fold_02,Дом и сад,128849149013,309237714961,0,0.921,0.942,"кокосовые таблетки jiffy-7с, 10 шт (25 мм)",jiffy / кокосовые таблетки для рассады джиффи-7c
fold_02,Бытовая техника,137438986453,712964625610,0,0.948,0.902,водонагреватель electrolux ewh 30 royal silver,водонагреватель electrolux ewh 30 silver
fold_02,Одежда,137439080168,798864011085,1,0.318,0.283,платье руся,great pearl / туника повседневная
fold_02,Автотовары,137439088905,541166011245,1,0.394,0.066,"набор-подкраска fixpaint double для автомобилей mazda roadster 3(ncec), код краски a4a, название цвета true red солид, краска и лак для подкраски скол","набор-подкраска fixpaint double для автомобилей bmw x4(f98), код краски c3c, название цвета piedmont red, piemont red, piemont rot красный пьемонт, краска и лак для подкраски сколов и царапин"
fold_02,Хобби и творчество,146028888377,223338420253,1,0.369,0.83,алмазная мозаика на подрамнике 40х50 панда,"новый мир алмазная мозаика на подрамнике живопись вышивка картина стразами 40х50 см, мама панда и малыш, полная выкладка"
fold_02,Детские товары,146028894809,798864006534,0,0.954,0.786,"unicon / конструктор гонка, 3 варианта сборки","конструктор ""гонка"", 3 варианта сборки, 61 деталь"
fold_02,Хобби и творчество,146028928335,403727003607,0,0.994,0.957,"лесная мастерская конструктор деревянный «робот», 29 деталей","конструктор деревянный ""робот"", 29 деталей"
fold_02,Канцелярские товары,146028964131,111669163899,1,0.329,0.437,"набор шариковых ручек bic round stic exact (932857) серая 0.7 мм, резиновая манжета, синие чернила, блистер 4 шт, в упаковке 20 шт. (1499464)","bic / ручки шариковые с грипом bic ""round stic exact"", набор-5шт."
fold_02,Музыкальные инструменты,146028969233,197568591304,1,0.296,0.338,"easttop t008s b диатоническая губная гармошка, b","easttop / easttop t008s e диатоническая губная гармошка, e"
fold_02,Электроника,146028972705,670014931551,1,0.3,0.578,"shopelectro / аккумуляторная сборка shopelectro 1500аа,3,6в 1500мач/3,6v 1500mah,nimh,с универсальным разъёмом/1","аккумуляторная сборка №2 shopelectro se1550аа 3.6 v, 1550 mah, nimh, с универсальным разъёмом"
fold_02,Хобби и творчество,146028986752,128849044147,0,0.942,0.888,"деревянный слон настольная игра ""крестики-нолики"", карманная игра в дорогу","настольная игра ""крестики-нолики"", карманная игра в дорогу"
fold_02,Галантерея и аксессуары,146028994535,850403563332,1,0.24,0.608,omax / часы наручные 00ps1016xz45,omax часы наручные кварцевые
fold_02,Детские товары,146029021600,317827662471,1,0.35,0.433,паровозик,форма паровозик
fold_02,Ювелирные изделия,154618826482,197568565859,1,0.236,0.634,rich line / ювелирное кольцо из серебра 925 проба,rich line кольцо из серебра 925 пробы
fold_02,Электроника,154618869857,635655219563,1,0.087,0.198,системный блок bonuspk 3741537,"bonuspk системный блок мощный компьютер для игр bonuspk o3740415 (intel core i7-12700f (3.6 ггц), ram 16 гб, ssd 500 гб, hdd 1000 гб, nvidia geforce rtx 3060 ti (8 гб), windows 10 pro), черный"
fold_02,Продукты питания,154618890539,747324415554,0,0.923,0.782,кофе в капсулах lor espresso delizioso 10шт,"кофе в капсулах l'or espresso delizioso 10 шт*52 г, россия"
fold_02,Продукты питания,154618913763,609885451799,1,0.197,0.058,"зелёный чай ""глинтвейн"" 50гр с 23 февраля","кладовая кавказа иван чай с травами ""краснополянский успокаивающий"" 50гр"
fold_02,Канцелярские товары,154618920377,584115684142,1,0.383,0.622,"тетрадь на кольцах а5 175х220 мм, 120 л., пластик, с разделителями, brauberg, зеленый, 404629","brauberg / тетрадь на кольцах а5 175х220 мм, 120 л., пластик"
fold_02,Мебель,154618938784,446676615912,1,0.345,0.118,"chairman офисное кресло 226276_240431, ткань, черный","helmi hl-m96 r airy, спинка сетка черная, сиденье ткань черная, пиастра"
fold_02,Галантерея и аксессуары,154618967675,206158564905,1,0.376,0.603,восток командирские / наручные часы,восток часы наручные механические
fold_02,Детские товары,154618978878,721554641420,1,0.332,0.701,"слайм зефирка, цвет жёлтый и маджента, 100 г","прихлоп / слайм «зефирка», цвет красный, жёлтый 100 г"
fold_02,Музыкальные инструменты,163208758912,841813604656,1,0.307,0.618,"dunlop ag-phb 10-46 комплект струн для акустической, гитары фосфорная бронза",dunlop dap1048 / струны
fold_02,Хобби и творчество,163208765412,257698089718,0,0.977,0.959,"лесная мастерская умное лото. кто где живёт, 24 фишки","умное лото. кто где живёт, 24 фишки"
fold_02,Бытовая техника,163208788261,25769888811,0,0.947,0.906,ультразвуковой увлажнитель leberg lh-19,увлажнитель воздуха leberg lh-19 белый
fold_02,Детские товары,163208792459,34359747400,1,0.37,0.039,"детский велосипед urban 16, год 2022 , цвет синий",novatrack / детский велосипед urban 14
fold_02,Канцелярские товары,163208836291,506806146282,1,0.364,0.166,"calligrata / папка пластиковая а4, молния сверху, прозрачная, офис, пм-",папка а5 для тетрадей и документов в школу
fold_02,Электроника,163208848839,231928243751,1,0.388,0.157,антенна дециметрового диапазона (uhf) панельная дельта н120а.f-5v,антенна приемо-передающая аппс дельта ф/1700-2700/f mimo 2x2 л
fold_02,Музыкальные инструменты,163208866658,257698125182,1,0.337,0.77,leonty / fluorescent lemon 5b барабанные палочки,"vasiliev groove барабанные палочки, leonty lvg"
fold_02,Обувь,163208869945,790274052664,1,0.355,0.629,ботинки tendance,tendance / ботинки
fold_02,Красота и гигиена,163208886405,360777305011,1,0.385,0.38,лак для волос прелесть professional эффект памяти сверхсильной фиксации 75 мл,прелесть / лак для волос эффект памяти 300 мл *1шт
fold_02,Ювелирные изделия,171798774274,618475359641,1,0.266,0.744,sokolov / серьги из золота,"sokolov, серьги из золота с алмазной гранью, 026794, декоративные, украшение из красного золота 585 пробы"
fold_02,Ювелирные изделия,171798782131,34359783167,1,0.296,0.176,platina кольцо из красного золота 585 пробы c бриллиантом,"кольцо из красного золота р. 19,5 platina jewelry 01-5242-00-501-1110-38, фианит"
fold_02,Дом и сад,171798789904,188978564230,0,0.948,0.992,"пакет ламинат вертикальный ""с днем рождения!"", человек-паук, 23х27х11,5 см","marvel пакет ламинат вертикальный ""с днем рождения!"", человек-паук, 23х27х11,5 см"
fold_02,Электроника,171798790060,747324396818,1,0.283,0.312,oneplus / смартфоны oneplus 6t 8+128 гб зеркало черный,"oneplus смартфон 6 8/128 гб, черный"
fold_02,Детские товары,171798796186,17179935089,0,0.965,0.863,moonglee / мягкая игрушка зайчик с сердцем на подвеске,"мягкая игрушка ""зайчик"", с сердцем, на подвеске"
fold_02,Детские товары,171798797670,652835046993,0,0.942,0.831,"мягкая игрушка ""ли-ли baby с сердечком"", 20 см","basik&co мягкая игрушка «ли-ли baby с сердечком», 20 см"
fold_02,Бытовая химия,171798805475,300647841976,1,0.382,0.317,"мой выбор капсулы для стирки 3в1, ""свежесть васильков"", 100*13 г","мой выбор, капсулы для стирки, 3в1, морозная свежесть, 13 грамм, 100 штук в наборе"
fold_02,Строительство и ремонт,171798834104,99572,1,0.375,0.803,ночник аниме магическая битва сатору годжо и гето,himitetsu / ночник аниме магическая битва сатору годжо и гето
fold_02,Галантерея и аксессуары,171798838393,180388793063,1,0.165,0.391,krasnikova / значки на рюкзак мульт гравити фолз falls,прикольный деревянный значок на рюкзак гравити фолз
fold_02,Музыкальные инструменты,180388656762,395137145580,0,0.937,0.642,вестерн-гитара colombo lf-3800/sb санберст sunburst,акустическая гитара colombo  lf - 3800 / sb (санбёрст)
fold_02,Бытовая техника,180388669668,566935723877,0,0.926,0.702,maunfeld fantasy 1000st 60 black glass,кухонная вытяжка maunfeld fantasy 1000st 60 черное стекло
fold_02,Товары для животных,180388672680,154618931313,1,0.254,0.172,легкое лакомство tit bit для кошек сушеное легкое говяжье (8 гр),titbit / легкое баранье 10г
fold_02,Галантерея и аксессуары,180388708502,584115563201,0,0.944,0.784,"теропром / 6944135 серьги висячие ""жемчуг"" страза в огранке","серьги висячие ""жемчуг"" страза в огранке, цвет белый в золоте"
fold_02,Аптека,180388716643,42949782952,0,0.936,0.713,"накидка-массажер torso, 102х50 см, бамбук, массажная вставка поясницы","torso накидка-массажер torso, 102×50 см, бамбук, массажная вставка поясницы"
fold_02,Строительство и ремонт,180388723419,506806213133,1,0.199,0.05,"lugaabrasiv луга круг шлифовальный луга 125 х 16 х 32 мм, 63с, f60, (k, l)","круг шлифовальный, 200 х 20 х 32 мм, 63с, f60, (k, l) ""луга"" россия"
fold_02,Одежда,180388736095,120259165411,1,0.352,0.513,mikul / худи оверсайз с надписью,свитшот moocie
fold_02,Красота и гигиена,180388741939,146028980854,1,0.242,0.301,"туалетная бумага для диспенсера лайма universal (система t2) 1-слойная 12 рулонов по 200 метров, цвет натуральный, 111334","лайма / бумага туалетная universal (t1), 1 слой, 6*450 м"
fold_02,Электроника,180388754516,644245126737,1,0.212,0.081,"микросхема sp483een-l/tr so8, enhanced low emi half-duplex rs-485 transceiver, adm483","без бренда микросхема aoz1033ai so8, 3а dc-dc преобразователь"
fold_02,Канцелярские товары,180388770608,137439094126,0,0.928,0.639,"calligrata клейкая 19мм*33м прозрачная , 8 шт.","calligrata клейкая лента 19 мм х 33 м прозрачная, 8 штук"
fold_02,Галантерея и аксессуары,188978586684,841813618869,1,0.343,0.551,emporio armani / мужские оригинальные наручные часы emporio armani 46 мм,armani exchange часы наручные кварцевые оригинальные мужские часы
fold_02,Бытовая химия,188978612586,377957129757,0,0.978,0.986,"чистящее средство 750 мл, dosia (дося) ""лимон"", для сантехники, дезинфицирующий и отбеливающий эффект, гель","чистящее средство 750 мл, dosia (дося) ""лимон"", для сантехники, дезинфицирующий и отбеливающий эффект, гель"
fold_02,Детские товары,188978645917,670014910261,0,0.938,0.761,"планшет-мозаика магнитный для рисования ""пуговки"", 49 ячеек 4311444","не определен фиксики планшет-мозаика магнитный для рисования «пуговки», 49 ячеек, с карточками шаблонами фиксики"
fold_02,Обувь,188978648657,17179892447,1,0.241,0.554,лоферы tendance,tendance лоферы
fold_02,Галантерея и аксессуары,188978701061,154618882476,1,0.216,0.547,khalima g / сумка guess тоут-багет,guess саквояж
fold_02,Электроника,188978718187,807453959617,1,0.386,0.65,"рамка дисплея для huawei p20 lite, черная",рамка дисплея для huawei p20 lite (ane-lx1)
fold_02,Галантерея и аксессуары,197568512638,489626406436,1,0.205,0.71,/ брелок для ключей верония мы разбили,"брелок для ключей геннадия мы там кое-что разбили с гравировкой, в подарок жене"
fold_02,Аптека,197568521306,420906829937,0,0.958,0.917,биоритм / анальный гель на водной основе intim bluz (50 г),анальный гель-лубрикант intim bluz - 50 гр.
fold_02,Мебель,197568579480,223338329331,1,0.072,0.432,"рестметалл стеллаж кухонный 1400*500*1900, 4 сплошные полки выполненные из нерж. стали марки aisi 430, толщина 0,8 мм; каркас разборный, уголок из стали aisi 430 (1,5мм) толщиной","стеллаж кухонный 1900*500*1700, 4 сплошные полки выполненные из нерж. стали марки aisi 430, толщина 0,8 мм; каркас разборный, уголок из стали aisi 430 (1,5мм) толщиной"
fold_02,Электроника,197568613317,257698108409,1,0.374,0.651,live comp / системный блок игровой livecomp i5 16gb nvidia gtx ssd,"live comp системный блок игровой live comp (intel core i5-3570, ram 16 гб, ssd 512 гб, nvidia geforce gtx 1070 (8 гб), windows 10 pro), бронза, бежевый"
fold_02,Красота и гигиена,197568644416,403726932823,1,0.355,0.466,"ароматическое масло ""ананас"" 10 мл oleos",oleos efirr142 эфирное масло 25 мл
fold_02,Товары для животных,206158458701,240518241883,1,0.223,0.039,almo nature корм для взрослых собак с курицей (medium&chicken),"корм для взрослых собак с рыбой, 12 кг"
fold_02,Электроника,206158468817,730144614869,0,0.926,0.513,устройство бесперебойного питания ресанта убп-1000,ресанта / устройство бесперебойного питания ресанта убп-1000
fold_02,Товары для животных,206158472289,188978613106,1,0.32,0.45,canin / корм сухой mini starter мелких щенков мини стартер 1 кг 4 шт,"сухой корм royal canin mini starter mother & babydog для щенков и беременных собак мелких пород, 1 кг"
fold_02,Канцелярские товары,206158503577,85899378524,1,0.342,0.333,"ручки шариковые синие набор для школы 50 штук/ комплект стамм ""049"" шестигранные, линия письма 0,5 мм, масляные чернила/канцелярия для офиса","ручка шариковая 50 шт стамм ""800"" синяя, 0,7 мм, неоновый"
fold_02,Обувь,206158505524,704374647741,1,0.216,0.151,полуботинки мужские alessio nesca 211699 коричневые 40 ru,туфли broadway
fold_02,Дом и сад,206158510510,257698088002,0,0.968,0.954,"горшок ""бонсай"" алый, 0,6 л/14х18 см","my sweet home / горшок ""бонсай"" алый, 0,6 л,14х18 см"
fold_02,Одежда,206158511019,481036457942,1,0.101,0.231,"krasar футболка krasar, размер m, серый, синий",футболка beloc
fold_02,Музыкальные инструменты,206158523311,601295469443,0,0.928,0.602,roland fr-1xb,roland fr-1xb black баян
fold_02,Товары для животных,206158538338,171798696005,1,0.33,0.341,"дарэлл / миска для кошек и собак сфера малая , серый цвет , пластиковая , диаметр 11см","дарэлл, миска для кошек и собак сфера малая , изумрудный цвет , пластиковая , диаметр 11см"
fold_02,Детские товары,206158546068,850403590846,0,0.963,0.808,"kekw / интерактивная игрушка ""летающая пони"", свет, летает","интерактивная игрушка ""летающая пони"", свет, летает"
fold_02,Бытовая химия,206158578976,498216207394,0,0.92,0.992,dr.tuttelle детский кондиционер 1000мл,кондиционер для стирки dr.tuttelle для детских вещей 1л
fold_02,Ювелирные изделия,206158596169,111669215973,1,0.287,0.33,"diamant, кольцо из серебра с топазом и фианитами, 94-310-00688-1, 925 проба","кольцо из серебра р. 18,5 diamant 94-310-02054-1, фианит/топаз"
fold_02,Бытовая техника,214748396876,420906883514,0,0.932,0.886,мобильный кондиционер zanussi zacm-09 mp-iii/n1,"мобильный кондиционер zanussi marco polo iii zacm-09 mp-iii/n1, белый"
fold_02,Бытовая техника,214748399062,738734487036,0,0.932,0.923,"babyliss фен-щетка для волос as960e 1000 вт, кол-во насадок 4, темно-розовый",babyliss as 960e
fold_02,Обувь,214748406693,223338409527,1,0.331,0.459,кроссовки asics,asics / кроссовки
fold_02,Детские товары,214748414330,781684142108,0,0.925,0.926,lego / бионикл/613-1/ экиму - создатель масок/ 94 детали,конструктор экиму-создатель масок
fold_02,Ювелирные изделия,214748420855,180388692993,1,0.308,0.657,"sokolov, кольцо из желтого золота с фианитами, 81010299-2, 585 проба",sokolov / ювелирное кольцо женское из золота 585
fold_02,Бытовая техника,214748426987,764504236783,0,0.971,0.802,сплит-система rovex rs-07cst4 city on/off,сплит-система rovex rs-07cst4
fold_02,Бытовая химия,214748444286,171798753075,0,0.976,0.965,fairy / fairy средство для мытья посуды сочный лимон 900 мл,средство для мытья посуды fairy сочный лимон 900 мл
fold_02,Строительство и ремонт,214748467321,197568640419,0,0.927,0.678,elektrostandard / накладной светодиодный светильник diffe 85580/01 24w,светильник светодиодный накладной в современном стиле elektrostandard diffe белый 24w 4200k 85580/01
fold_02,Одежда,214748484758,103079315898,1,0.187,0.093,футболка albert&gloria,футболка happyfox
fold_02,Бытовая химия,214748487131,180388772881,1,0.307,0.609,chirton / гель-концентрат chirton универсальный 750 мл. дой-пак,"chirton гель-концентрат универсальный, дой-пак, 750 мл, 2 шт"
fold_02,Товары для животных,214748491076,180388766448,1,0.31,0.098,flexi рулетка new line comfort l (до 50 кг) лента 8 м серый/черный,flexi / flexi рулетка new line comfort m (до 25 кг) 5 м серый/черный
fold_02,Ювелирные изделия,223338321933,592705495751,1,0.322,0.171,"sokolov, кольцо из золота с алмазной гранью, 012774-4, украшение из красного золота 375 пробы","sokolov печатка sokolov, красное золото, 585 проба, размер 21"
fold_02,Детские товары,223338334170,214748373017,0,0.936,0.859,"автотрек ""дино-трек"", с запуском, звуковые эффекты","автоград автотрек «дино-трек», с запуском, звуковые эффекты"
fold_02,Товары для животных,223338342669,34359775124,1,0.248,0.39,canin / киттен британская короткошерстная 2кг,royal canin для котят сухой 400г kitten british shorthair для породы британская короткошерстная
fold_02,Электроника,223338355324,369367332393,1,0.392,0.519,sino power клавиатура для ноутбука acer aeza3u00210 черная,клавиатура для ноутбука 9z.n3c82.q1d черная (627)
fold_02,Спорт и отдых,223338365933,231928263628,1,0.365,0.03,discovery / бинокль field 8x42,бинокль discovery field 10x42
fold_02,Бытовая техника,223338368762,42949698249,0,0.95,0.994,tefal / утюг fv9845 ultimate pure,ultimate pure fv9845 паровой утюг для удаления накипи
fold_02,Дом и сад,223338372347,523986062055,0,0.958,0.851,"nobrand наклейки на окна ""новогодние"" дед мороз, олень, 41 х 29 см","наклейки на окна ""новогодние"" дед мороз, олень, 41 х 29 см"
fold_02,Музыкальные инструменты,223338381301,128849051272,0,0.983,0.932,"sw1020-4 губная гармошка, swan","sw1020-4 губная гармошка, swan"
fold_02,Одежда,223338383110,137439018692,1,0.327,0.379,футболка puma,puma / футболка puma teamglory jersey
fold_02,Хобби и творчество,223338399922,670015004643,0,0.986,0.952,"игрушка механическая ""овал"", 6х6 см","no name игрушка механическая «овал», 6х6 см"
fold_02,Хобби и творчество,223338421040,34359845250,0,0.975,0.947,"puzzle time пазлы в упаковке «дедушка мороз», 35 элементов","пазлы в упаковке дедушка мороз, 35 элементов"
fold_02,Канцелярские товары,223338423987,841813612296,1,0.362,0.655,"ручка шариковая подарочная manzoni zagarolo синий 1 мм, корпус металл се","не определен ручка шариковая подарочная manzoni agrigento синий 1 мм, корпус металл с"
fold_02,Одежда,223338448861,575525678954,1,0.386,0.525,"территория стрекоzz платье территория стрекоzz, размер 52, коралловый",платье by esenia
fold_02,Канцелярские товары,231928281612,515396182426,1,0.248,0.341,термоэтикетка 58х60 400 этикеток 2 рулона эко,"stickerwell термоэтикетки эко 58х30мм, 900 шт. в рулоне (2 шт в упаковке), втулка 40 мм"
fold_02,Бытовая техника,231928323057,566935762788,0,0.989,0.993,bbk вакуумный упаковщик bvs801,bbk / вакуумный упаковщик bvs801
fold_02,Музыкальные инструменты,231928396627,532575962823,1,0.167,0.431,"enjoy / uk21-50na укулеле, сопрано","укулеле концертный, mirra uk-500-24"
fold_02,Бытовая химия,240518216325,764504191644,0,0.935,0.958,"пятновыводитель dr.beckmann ржавчина и дезодорант, 50 мл",dr.beckmann / др.бекманн эксперт пятновыводитель ржавчина дезодорант 50мл
fold_02,Детские товары,240518222201,309237799160,0,0.937,0.955,"newstore / машинка-сюрприз в банке, гоночные","машинка-сюрприз гоночные, в банке"
fold_02,Музыкальные инструменты,240518278590,42949743613,1,0.253,0.325,"kawai cn301b цифровое пианино, механика rh iii, цвет черный сатин, клавиши пластик + банкетка",цифровое фортепиано kawai ca49r
fold_02,Одежда,240518283139,515396081498,1,0.306,0.078,одеваем пузики / топ,шорты одеваем пузики
fold_02,Ювелирные изделия,240518299633,240518195888,1,0.298,0.118,"sokolov, золотой браслет, 551050502, лав, украшение из красного золота 585 пробы","diamant online браслет diamant online, золото, 585 проба, длина 16 см."
fold_02,Музыкальные инструменты,249108153951,429496743834,1,0.344,0.525,"evans / tt14ec2s пластик для малого и том барабана 14""","genera resonant пластик для том барабана 14"", резонансный, evans tt14gr"
fold_02,Музыкальные инструменты,249108165798,103079362654,1,0.167,0.26,"anyijmo акустическая гитара kang-4140 6-струнная, корпус ель 41""","cort / l200f-atv-sg luce электро-акустическая гитара,"
fold_02,Спорт и отдых,249108175257,472446427117,1,0.349,0.759,сила души и тела доска садху / доска с гвоздями / доска для йоги / павлин - 1 / шаг 10мм,доска садху / доска с гвоздями / доска для йоги / мандала состовная - 1 / шаг 10мм / черная
fold_02,Электроника,249108207255,523986114823,1,0.243,0.643,"игровой pc юкомс core i7-12700kf, rx 5700 xt 8gb, hdd 1tb, ssd 240gb, 16gb ddr4, бп 600w, win 10 pro, black game case","юкомс системный блок gamer pro на базе core i7-12700kf | rx 5700xt 8gb | бп 600w 80+bronze | ssd m2 | win 10 pro | black game case_hdd 1tb | ssd 480 gb | 16gb ddr4 (intel core i7-12700kf (3.6 ггц), ram 16 гб, ssd 480 гб, hdd 1000 гб, amd radeon rx 5700 xt (8 гб), windows 10 pro), черный"
fold_02,Музыкальные инструменты,249108225037,60129553253,1,0.369,0.705,"pro mark pw5aw - барабанные палочки , дуб","pro-mark / shira kashi барабанные палочки, дуб 5a promark pw5an"
fold_02,Ювелирные изделия,249108225748,798863932731,1,0.301,0.694,фабрика-ф / колье из шпинели,voronin silver колье из чёрной шпинели
fold_02,Ювелирные изделия,249108229624,661425103521,1,0.308,0.823,silveroff серьги ювелирные серебро родированное 925 пробы,"pompidu / серебряные серьги с фианитом, родий"
fold_02,Обувь,249108238119,171798773851,1,0.171,0.196,dr.martens / ботинки,ботинки dr. martens
